id,short_name,long_name,player_positions,overall,value_eur,age,dob,height_cm,weight_kg,club_name,club_position,club_jersey_number,club_joined,nationality,nation_position,nation_jersey_number,preferred_foot,player_traits,pace,shooting,passing,dribbling,defending,physic,pace_acceleration,pace_sprint_speed,shooting_finishing,shooting_shot_power,shooting_long_shots,shooting_positioning,shooting_penalties,passing_crossing,passing_short_passing,passing_curve,passing_fk_accuracy,passing_long_passing,passing_vision,dribbling_dribbling,dribbling_ball_control,dribbling_agility,dribbling_reactions,dribbling_balance,dribbling_composure,defending_heading_accuracy,defending_interceptions,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,physic_aggression,physic_jumping,physic_stamina,physic_strength,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
44,X. Schlager,Xaver Schlager,"CDM, CM",80,"  27,500,000 ",23,1997-09-28,174,76,VfL Wolfsburg,RDM,24,2019-07-01,Austria,SUB,23,Left,"Dives Into Tackles (AI), Long Shot Taker (AI)",69,70,73,77,73,81,74,64,66,78,76,75,56,59,79,70,60,77,78,76,77,78,81,77,74,44,83,75,74,69,85,63,85,80,6,8,8,12,7,https://cdn.sofifa.com/players/233/195/22_120.png,https://cdn.sofifa.com/teams/175/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
45,C. Trimmel,Christopher Trimmel,"RWB, RM, RB",77,"  3,900,000 ",34,1987-02-24,189,82,1. FC Union Berlin,RWB,28,2014-07-01,Austria,SUB,16,Right,"Long Throw-in, Early Crosser, Team Player",72,65,73,68,74,80,64,79,61,75,65,66,60,87,70,73,63,72,67,69,69,62,73,55,70,72,76,74,75,69,78,59,82,81,16,8,6,8,15,https://cdn.sofifa.com/players/193/254/22_120.png,https://cdn.sofifa.com/teams/1831/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
46,P. Lienhart,Philipp Lienhart,CB,76,"  9,000,000 ",24,1996-07-11,189,83,Sport-Club Freiburg,RCB,3,2018-06-05,Austria,SUB,15,Right,"Finesse Shot, Playmaker (AI), Outside Foot Shot",64,28,56,60,78,73,59,68,24,29,34,29,41,41,69,28,40,62,53,59,62,53,75,61,69,81,74,76,81,79,73,69,67,76,14,8,11,12,14,https://cdn.sofifa.com/players/231/366/22_120.png,https://cdn.sofifa.com/teams/25/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
47,F. Kainz,Florian Kainz,"LM, RM",75,"  5,500,000 ",28,1992-10-24,176,71,1. FC Köln,LM,11,2019-01-18,Austria,SUB,11,Right,Technical Dribbler (AI),72,73,72,78,40,61,80,66,75,73,76,71,72,75,72,69,71,70,69,77,76,86,70,82,69,55,24,55,35,25,55,70,75,55,11,7,10,15,13,https://cdn.sofifa.com/players/195/038/22_120.png,https://cdn.sofifa.com/teams/31/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
48,S. Posch,Stefan Posch,"CB, RB",75,"  7,000,000 ",24,1997-05-14,189,82,TSG Hoffenheim,RCB,38,2017-02-18,Austria,SUB,5,Right,Dives Into Tackles (AI),71,29,50,43,79,71,70,71,23,42,25,36,38,35,69,26,24,58,36,34,50,46,69,59,68,77,77,78,81,77,66,72,63,76,6,8,7,6,8,https://cdn.sofifa.com/players/223/671/22_120.png,https://cdn.sofifa.com/teams/10029/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
49,A. Ulmer,Andreas Ulmer,"LB, LWB, LM",74,"  1,300,000 ",35,1985-10-30,175,73,FC Red Bull Salzburg,LB,17,2009-01-28,Austria,SUB,2,Left,"Solid Player, Leadership, Early Crosser, Long Shot Taker (AI), Team Player",70,63,70,73,70,70,72,69,53,74,72,70,50,75,70,73,70,68,64,71,73,80,70,80,75,57,72,70,73,70,65,60,86,64,8,11,7,5,10,https://cdn.sofifa.com/players/169/324/22_120.png,https://cdn.sofifa.com/teams/191/60.png,https://cdn.sofifa.com/flags/at.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
50,P. Pervan,Pavao Pervan,GK,74,"  1,400,000 ",33,1987-11-13,194,92,VfL Wolfsburg,SUB,12,2018-07-01,Austria,SUB,12,Right,"Long Shot Taker (AI), Playmaker (AI)",87,77,61,65,39,89,32,27,9,52,15,5,14,19,22,15,14,31,34,14,15,36,70,33,30,15,15,16,21,19,28,44,23,54,72,74,69,72,75,https://cdn.sofifa.com/players/199/909/22_120.png,https://cdn.sofifa.com/teams/175/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
51,A. Schlager,Alexander Schlager,GK,74,"  4,600,000 ",25,1996-02-01,184,77,LASK Linz,GK,1,2017-07-01,Austria,SUB,1,Right,Saves with Feet,76,38,68,75,73,68,32,37,14,50,18,6,22,20,25,14,16,18,34,13,23,34,72,45,33,17,13,24,18,16,26,59,24,55,75,69,66,73,77,https://cdn.sofifa.com/players/215/522/22_120.png,https://cdn.sofifa.com/teams/252/60.png,https://cdn.sofifa.com/flags/at.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
52,S. Ilsanker,Stefan Ilsanker,"CB, CDM",73,"  2,000,000 ",32,1989-05-18,190,83,Eintracht Frankfurt,SUB,3,2020-01-31,Austria,SUB,6,Right,"Long Throw-in, Dives Into Tackles (AI)",62,53,51,49,73,81,45,75,45,71,60,52,37,39,58,41,33,55,54,49,54,34,71,34,65,74,72,72,74,76,88,56,77,83,17,16,15,18,17,https://cdn.sofifa.com/players/194/665/22_120.png,https://cdn.sofifa.com/teams/1824/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
53,E. Kara,Ercan Kara,ST,73,"  4,100,000 ",25,1996-01-03,192,89,SK Rapid Wien,ST,29,2020-01-27,Austria,SUB,14,Right,Solid Player,75,75,51,61,28,85,69,79,75,80,73,71,69,32,63,63,62,35,56,59,66,61,69,33,70,76,17,22,27,21,72,66,84,92,8,9,15,11,9,https://cdn.sofifa.com/players/255/420/22_120.png,https://cdn.sofifa.com/teams/254/60.png,https://cdn.sofifa.com/flags/at.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
54,A. Schöpf,Alessandro Schöpf,"CM, RM",71,"  2,100,000 ",27,1994-02-07,178,74,DSC Arminia Bielefeld,LCM,8,2021-07-19,Austria,SUB,18,Right,"Early Crosser, Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",70,66,69,71,63,71,74,66,64,68,69,70,64,67,73,69,61,69,68,71,69,74,72,76,68,44,65,68,59,74,64,62,91,65,13,6,13,11,10,https://cdn.sofifa.com/players/220/925/22_120.png,https://cdn.sofifa.com/teams/159/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
55,Y. Demir,Yusuf Demir,"CAM, RM",70,"  3,700,000 ",18,2003-06-02,173,65,FC Barcelona,RES,11,2021-08-31,Austria,SUB,24,Left,Technical Dribbler (AI),84,66,65,79,19,50,86,83,69,65,68,55,56,65,66,68,58,58,69,78,79,86,60,89,68,43,19,15,18,11,54,76,55,43,12,11,6,6,15,https://cdn.sofifa.com/players/251/873/22_120.png,https://cdn.sofifa.com/teams/241/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
56,M. Arnautović,Marko Arnautović,ST,81,"  21,000,000 ",32,1989-04-19,192,83,Bologna,ST,9,2021-08-02,Austria,ST,7,Right,"Flair, Long Shot Taker (AI)",79,81,79,78,44,82,78,80,80,84,82,79,79,77,81,79,72,74,81,77,82,70,78,80,79,79,38,40,42,39,77,78,77,87,14,15,10,10,15,https://cdn.sofifa.com/players/184/200/22_120.png,https://cdn.sofifa.com/teams/189/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
57,K. Laimer,Konrad Laimer,"CDM, CM, RB",81,"  33,500,000 ",24,1997-05-27,180,72,RB Leipzig,RDM,27,2017-07-01,Austria,RDM,20,Right,Dives Into Tackles (AI),81,68,77,78,80,77,82,81,69,72,68,71,54,78,82,70,47,78,76,78,78,76,79,74,79,69,84,83,79,75,85,73,88,69,9,12,12,13,12,https://cdn.sofifa.com/players/225/375/22_120.png,https://cdn.sofifa.com/teams/112172/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
58,A. Dragović,Aleksandar Dragović,"CB, RB",76,  -   ,30,1991-03-06,186,84,SL Benfica,SUB,8,2020-01-15,Austria,RCB,3,Right,Dives Into Tackles (AI),54,51,63,64,77,76,62,47,41,69,53,63,65,53,67,32,61,74,65,62,66,64,72,64,73,75,78,77,78,76,80,78,66,80,10,7,11,13,8,https://cdn.sofifa.com/players/189/060/22_120.png,,,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
59,P. Mwene,Phillipp Mwene,"RB, LB",72,"  2,300,000 ",27,1994-01-29,172,68,PSV,RB,29,2021-07-01,Austria,RB,22,Right,"Flair, Technical Dribbler (AI)",78,43,61,71,66,60,83,73,42,48,39,59,42,72,68,53,46,53,49,69,68,82,67,88,64,38,70,68,69,71,59,71,75,52,12,9,11,9,7,https://cdn.sofifa.com/players/216/275/22_120.png,https://cdn.sofifa.com/teams/247/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
60,L. Schaub,Louis Schaub,"CAM, RM, CM",73,"  4,000,000 ",26,1994-12-29,177,70,1. FC Köln,SUB,21,2018-07-01,Austria,RAM,17,Left,"Finesse Shot, Technical Dribbler (AI)",58,67,72,78,42,67,64,53,69,65,66,68,65,67,75,68,62,71,74,77,79,84,65,79,68,55,38,45,36,41,62,71,73,65,15,7,14,11,14,https://cdn.sofifa.com/players/210/489/22_120.png,https://cdn.sofifa.com/teams/31/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
61,F. Grillitsch,Florian Grillitsch,"CM, CDM, CB",78,"  18,500,000 ",25,1995-08-07,187,77,TSG Hoffenheim,RDM,11,2017-07-01,Austria,LDM,10,Right,"Leadership, Long Passer (AI), Playmaker (AI)",69,60,77,77,72,66,61,75,58,65,60,70,50,68,84,47,68,82,82,78,81,68,81,65,81,61,80,73,72,59,50,48,70,72,13,12,7,14,7,https://cdn.sofifa.com/players/228/336/22_120.png,https://cdn.sofifa.com/teams/10029/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
62,M. Hinteregger,Martin Hinteregger,CB,80,"  18,000,000 ",28,1992-09-07,184,83,Eintracht Frankfurt,LCB,13,2019-08-01,Austria,LCB,4,Left,"Dives Into Tackles (AI), Long Passer (AI)",70,70,67,60,81,81,65,74,65,83,71,68,61,53,72,58,66,80,65,54,65,63,76,63,78,83,78,79,85,82,81,86,76,83,14,14,9,13,10,https://cdn.sofifa.com/players/201/922/22_120.png,https://cdn.sofifa.com/teams/1824/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
63,D. Alaba,David Olatukunbo Alaba,"CB, LB",84,"  35,500,000 ",29,1992-06-24,180,78,Real Madrid CF,LB,4,2021-07-01,Austria,LB,8,Left,Long Shot Taker (AI),77,70,81,80,83,76,78,77,60,82,78,73,79,80,85,77,85,80,78,77,84,76,88,77,85,74,85,86,83,82,74,81,75,76,5,7,14,15,9,https://cdn.sofifa.com/players/197/445/22_120.png,https://cdn.sofifa.com/teams/243/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
64,C. Baumgartner,Christoph Baumgartner,"CAM, LM, CM",78,"  22,500,000 ",21,1999-08-01,180,73,TSG Hoffenheim,RM,14,2018-01-17,Austria,LAM,19,Right,"Flair, Technical Dribbler (AI)",80,72,73,80,44,56,82,78,75,73,63,75,65,62,79,65,52,75,78,82,79,79,77,79,75,65,34,31,54,49,58,63,67,49,10,11,9,14,11,https://cdn.sofifa.com/players/242/187/22_120.png,https://cdn.sofifa.com/teams/10029/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
65,D. Bachmann,Daniel Bachmann,GK,70,"  1,600,000 ",26,1994-07-09,191,81,Watford,GK,26,2017-07-01,Austria,GK,13,Right,Comes For Crosses,57,34,60,65,79,75,50,37,17,51,15,13,31,14,37,18,20,39,36,14,27,40,74,44,51,12,26,14,11,11,31,57,36,75,69,67,68,65,71,https://cdn.sofifa.com/players/209/532/22_120.png,https://cdn.sofifa.com/teams/1795/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
66,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",84,"  48,000,000 ",27,1994-03-17,178,76,FC Bayern München,SUB,18,2021-08-30,Austria,CAM,9,Right,"Injury Prone, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",78,84,81,80,67,78,75,81,81,88,88,83,72,74,84,76,78,81,83,79,82,75,86,80,80,60,66,71,70,59,77,71,85,76,11,13,14,15,13,https://cdn.sofifa.com/players/204/923/22_120.png,https://cdn.sofifa.com/teams/21/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1322/60.png,https://cdn.sofifa.com/flags/at.png
67,Y. Carrasco,Yannick Ferreira Carrasco,"LM, ST",84,"  45,000,000 ",27,1993-09-04,185,73,Atlético de Madrid,LM,21,2020-09-08,Belgium,SUB,11,Right,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88,81,78,86,45,67,89,88,81,85,82,80,81,81,79,81,79,73,77,88,85,87,80,73,79,53,43,44,47,35,65,71,80,61,9,11,9,10,10,https://cdn.sofifa.com/players/208/418/22_120.png,https://cdn.sofifa.com/teams/240/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
68,A. Witsel,Axel Witsel,"CDM, CM",83,"  24,000,000 ",32,1989-01-12,186,81,Borussia Dortmund,SUB,28,2018-08-17,Belgium,SUB,6,Right,"Solid Player, Leadership",61,72,81,78,82,79,60,61,71,75,71,73,76,69,90,71,68,83,79,78,81,71,85,70,90,84,83,82,80,80,75,78,76,82,5,7,7,10,7,https://cdn.sofifa.com/players/177/413/22_120.png,https://cdn.sofifa.com/teams/22/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
69,S. Mignolet,Simon Luc Hildebert Mignolet,GK,80,"  7,000,000 ",33,1988-03-06,193,87,Club Brugge KV,GK,22,2019-08-05,Belgium,SUB,12,Right,"Leadership, Team Player, Rushes Out Of Goal, Comes For Crosses, Saves with Feet",78,72,70,75,73,77,50,52,11,57,16,14,41,11,37,16,12,34,43,14,26,34,74,52,61,16,21,7,14,16,34,69,31,72,80,75,76,84,82,https://cdn.sofifa.com/players/173/426/22_120.png,https://cdn.sofifa.com/teams/231/60.png,https://cdn.sofifa.com/flags/be.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
70,T. Castagne,Timothy Castagne,"RB, RM",79,"  21,500,000 ",25,1995-12-05,180,80,Leicester City,SUB,27,2020-09-03,Belgium,SUB,21,Right,Early Crosser,78,57,71,76,75,70,77,78,59,62,52,77,27,79,75,58,33,70,69,77,78,71,78,66,68,69,78,77,75,72,68,72,84,64,14,9,15,10,15,https://cdn.sofifa.com/players/222/501/22_120.png,https://cdn.sofifa.com/teams/95/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
71,D. Boyata,Anga Dedryck Boyata,CB,78,"  11,500,000 ",30,1990-11-28,188,84,Hertha BSC,RCB,20,2019-07-01,Belgium,SUB,4,Right,"Injury Prone, Power Header",70,29,52,57,79,83,68,72,20,55,25,39,13,46,72,34,13,60,32,53,60,64,64,62,66,80,77,77,81,82,80,85,73,88,11,8,13,13,8,https://cdn.sofifa.com/players/197/837/22_120.png,https://cdn.sofifa.com/teams/166/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
72,M. Sels,Matz Sels,GK,77,"  8,500,000 ",29,1992-02-26,190,88,RC Strasbourg Alsace,GK,1,2018-07-26,Belgium,SUB,13,Right,Injury Prone,79,74,75,81,39,63,37,35,16,56,18,18,22,16,38,17,17,32,49,19,33,36,74,34,62,14,17,14,15,14,29,70,26,67,76,75,75,76,76,https://cdn.sofifa.com/players/199/641/22_120.png,https://cdn.sofifa.com/teams/76/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
73,L. Trossard,Leandro Trossard,"LM, LW, ST",77,"  12,500,000 ",26,1994-12-04,172,67,Brighton & Hove Albion,CAM,11,2019-07-01,Belgium,SUB,20,Right,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",82,76,74,80,30,61,89,76,76,76,79,75,75,74,75,81,69,73,74,79,77,92,72,85,80,62,18,30,31,18,47,78,71,60,14,8,11,7,7,https://cdn.sofifa.com/players/207/421/22_120.png,https://cdn.sofifa.com/teams/1808/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
74,L. Dendoncker,Leander Dendoncker,"CM, CB",77,"  13,500,000 ",26,1995-04-15,189,88,Wolverhampton Wanderers,SUB,32,2019-07-01,Belgium,SUB,22,Right,"Solid Player, Long Shot Taker (AI)",61,72,77,71,78,82,53,68,66,85,76,76,55,75,81,73,71,78,75,73,76,55,73,54,77,79,77,78,78,75,75,73,83,85,14,8,14,14,6,https://cdn.sofifa.com/players/212/501/22_120.png,https://cdn.sofifa.com/teams/110/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
75,T. Vermaelen,Thomas Vermaelen,CB,75,"  1,500,000 ",35,1985-11-14,183,80,Vissel Kobe,LCB,4,2019-07-27,Belgium,SUB,18,Left,"Injury Prone, Power Header",51,58,68,58,76,69,53,50,51,72,66,42,62,62,74,61,64,74,62,52,67,61,65,53,76,79,76,78,75,73,72,61,37,84,9,10,7,11,15,https://cdn.sofifa.com/players/157/304/22_120.png,https://cdn.sofifa.com/teams/101146/60.png,https://cdn.sofifa.com/flags/jp.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
76,C. Benteke,Christian Benteke Liolo,ST,75,"  5,500,000 ",30,1990-12-03,190,83,Crystal Palace,ST,20,2016-08-20,Belgium,SUB,17,Right,"Injury Prone, Power Header",54,76,62,67,32,75,51,56,76,81,70,77,71,58,66,61,64,51,69,64,77,61,76,43,71,85,29,28,25,18,60,87,59,87,14,5,12,8,5,https://cdn.sofifa.com/players/184/111/22_120.png,https://cdn.sofifa.com/teams/1799/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
77,M. Batshuayi,Michy Batshuayi Tunga,ST,76,"  8,000,000 ",27,1993-10-02,185,78,Beşiktaş JK,ST,9,2019-08-11,Belgium,SUB,23,Right,Flair,73,77,59,76,33,69,74,73,78,81,73,78,67,65,62,66,46,38,64,76,77,75,76,71,81,75,23,37,26,22,63,80,52,79,9,10,16,7,15,https://cdn.sofifa.com/players/204/529/22_120.png,https://cdn.sofifa.com/teams/327/60.png,https://cdn.sofifa.com/flags/tr.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
78,D. Praet,Dennis Praet,"CM, RM",78,"  15,000,000 ",27,1994-05-14,181,78,Torino F.C.,SUB,22,2020-08-31,Belgium,SUB,19,Right,Technical Dribbler (AI),67,72,78,79,63,66,68,67,70,76,78,77,56,74,82,75,67,78,79,81,80,74,77,67,79,62,64,58,67,60,66,61,74,62,6,6,10,14,10,https://cdn.sofifa.com/players/199/652/22_120.png,https://cdn.sofifa.com/teams/54/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
79,R. Lukaku,Romelu Lukaku Menama,ST,88,"  93,500,000 ",28,1993-05-13,191,94,Chelsea,ST,9,2021-08-12,Belgium,ST,9,Left,"Speed Dribbler (AI), Power Header, Team Player",84,87,74,78,39,83,81,87,92,89,74,89,88,73,77,78,66,70,75,83,77,60,91,52,86,89,27,30,41,30,71,76,71,95,8,15,14,7,10,https://cdn.sofifa.com/players/192/505/22_120.png,https://cdn.sofifa.com/teams/5/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
80,T. Meunier,Thomas Meunier,"RB, RM",77,"  9,500,000 ",29,1991-09-12,191,90,Borussia Dortmund,RB,24,2020-07-01,Belgium,RM,15,Right,Outside Foot Shot,73,74,72,72,73,80,67,77,70,80,77,75,65,77,71,75,56,72,71,75,73,63,72,47,74,72,75,69,75,80,73,72,83,83,8,13,15,6,9,https://cdn.sofifa.com/players/202/371/22_120.png,https://cdn.sofifa.com/teams/22/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
81,D. Mertens,Dries Mertens,"CF, ST, CAM",84,"  20,500,000 ",34,1987-05-06,169,61,Napoli,SUB,14,2013-07-01,Belgium,RF,14,Right,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85,82,80,88,34,50,90,80,84,80,81,82,79,73,84,82,82,72,84,88,88,93,80,92,81,40,36,23,40,40,59,58,66,37,7,10,8,10,4,https://cdn.sofifa.com/players/175/943/22_120.png,https://cdn.sofifa.com/teams/48/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
82,K. De Bruyne,Kevin De Bruyne,"CM, CAM",91,"  125,500,000 ",30,1991-06-28,181,70,Manchester City,RCM,17,2015-08-30,Belgium,RCM,7,Right,"Injury Prone, Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",76,86,93,88,64,78,76,76,82,91,91,88,83,94,94,85,83,93,94,88,91,79,91,78,89,55,66,68,65,53,76,63,89,74,15,13,5,10,13,https://cdn.sofifa.com/players/192/985/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
83,T. Alderweireld,Toby Alderweireld,CB,83,  -   ,32,1989-03-02,186,81,AEK Athens,CAM,20,2021-06-16,Belgium,RCB,2,Right,Long Passer (AI),58,55,70,66,86,77,55,60,45,78,58,52,58,64,77,63,59,81,62,62,75,54,85,62,86,81,85,87,87,84,79,81,76,77,16,6,14,16,14,https://cdn.sofifa.com/players/184/087/22_120.png,,,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
84,T. Hazard,Thorgan Hazard,"LM, CF",82,"  30,500,000 ",28,1993-03-29,175,71,Borussia Dortmund,SUB,10,2019-07-01,Belgium,LM,16,Right,"Flair, Technical Dribbler (AI)",80,76,80,86,52,66,84,76,74,77,76,80,79,81,82,82,81,72,82,86,84,91,81,88,78,39,63,56,46,48,57,60,78,65,6,9,7,7,8,https://cdn.sofifa.com/players/203/486/22_120.png,https://cdn.sofifa.com/teams/22/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
85,E. Hazard,Eden Hazard,LW,85,"  52,000,000 ",30,1991-01-07,175,74,Real Madrid CF,LW,7,2019-07-01,Belgium,LF,10,Right,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84,80,82,88,35,63,86,82,78,82,77,83,87,77,85,83,79,81,84,89,88,87,79,89,89,61,41,34,27,22,54,55,77,61,11,12,6,8,8,https://cdn.sofifa.com/players/183/277/22_120.png,https://cdn.sofifa.com/teams/243/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
86,Y. Tielemans,Youri Tielemans,"CM, CDM",84,"  57,000,000 ",24,1997-05-07,176,72,Leicester City,RDM,8,2019-07-08,Belgium,LCM,8,Right,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",63,79,86,80,71,72,67,59,74,87,86,80,73,82,89,81,78,88,87,79,85,67,83,77,86,67,74,70,73,69,68,66,81,69,6,8,10,14,12,https://cdn.sofifa.com/players/216/393/22_120.png,https://cdn.sofifa.com/teams/95/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
87,J. Vertonghen,Jan Vertonghen,CB,81,"  8,500,000 ",34,1987-04-24,189,86,SL Benfica,LCB,5,2020-08-14,Belgium,LCB,5,Left,Power Free-Kick,76,62,72,66,83,78,74,78,54,80,66,56,66,70,76,66,70,74,66,64,70,56,81,60,81,78,79,84,84,85,80,89,72,80,6,10,9,12,7,https://cdn.sofifa.com/players/172/871/22_120.png,https://cdn.sofifa.com/teams/234/60.png,https://cdn.sofifa.com/flags/pt.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
88,T. Courtois,Thibaut Courtois,GK,89,"  85,500,000 ",29,1992-05-11,199,96,Real Madrid CF,GK,1,2018-08-09,Belgium,GK,1,Left,"GK Long Throw, Comes For Crosses",83,77,71,83,46,65,42,52,14,56,17,13,27,14,33,19,20,35,44,13,23,62,84,45,66,13,15,20,18,16,23,68,38,70,84,89,74,86,88,https://cdn.sofifa.com/players/192/119/22_120.png,https://cdn.sofifa.com/teams/243/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
89,J. Denayer,Jason Denayer,CB,80,"  24,500,000 ",26,1995-06-28,184,80,Olympique Lyonnais,LCB,5,2018-08-21,Belgium,CB,3,Right,"Leadership, Team Player",83,43,67,70,81,81,82,83,42,57,36,36,39,58,77,52,29,71,67,69,73,69,80,62,79,77,82,79,82,81,76,82,81,83,7,10,15,15,15,https://cdn.sofifa.com/players/220/182/22_120.png,https://cdn.sofifa.com/teams/66/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/1325/60.png,https://cdn.sofifa.com/flags/be.png
